id,target
5,0.17138483
6,0.5632813
8,0.018316215
9,0.19440922
11,0.08476067
15,0.24000467
16,0.12228059
17,0.053423062
21,0.40784556
24,0.025429176
26,0.01213292
27,0.89482284
28,0.1547323
29,0.08557562
30,0.4513532
31,0.003301716
32,0.29924688
33,0.12371408
34,0.0033581292
35,0.9633482
38,0.001412898
42,0.26671994
44,0.004264574
45,0.07941204
48,0.19483379
50,0.059550088
53,0.06530033
54,0.072427854
57,0.036058385
59,0.041186865
62,0.07685643
63,0.25391772
64,0.009761062
65,0.004428616
66,0.090429574
70,0.7079418
71,0.07633532
76,0.23807801
78,0.12811545
79,0.24479485
81,0.028854327
83,0.9673996
85,0.6239437
86,0.6201623
88,0.040090937
89,0.05385593
91,0.67216754
93,0.0760483
94,0.92359126
97,0.7480481
99,0.15729347
102,0.2152667
103,0.16071677
104,0.0036487211
107,0.19629401
110,0.56047225
114,0.016291102
119,0.17976859
130,0.7442903
131,0.31434608
132,0.84789133
133,0.010379362
136,0.21740311
139,0.21137796
143,0.0030068036
145,0.0004988472
146,0.036142558
147,0.028100686
148,0.033059604
149,0.0075151036
153,0.0044960957
157,0.05230232
160,0.05503298
165,0.109777965
167,0.019441448
170,0.053711392
176,0.26488686
179,0.10267262
180,0.036222924
181,0.08247114
185,0.24820761
187,0.8629931
191,0.8176533
192,0.043674365
193,0.012613904
197,0.9571703
198,0.052921966
199,0.63024974
200,0.07974347
201,0.23837273
202,0.08443117
203,0.5237678
204,0.013847842
206,0.08653754
209,0.00027730904
210,0.8152515
211,0.14666817
213,0.7123048
214,0.05615883
216,0.0094128745
221,0.103624925
222,0.0784495
223,0.7967666
226,0.36622125
228,0.7354618
229,0.07509436
233,0.13706481
236,0.9798743
239,0.031189129
242,0.05301084
244,0.89227724
247,0.16466303
250,0.21417864
251,0.016094968
253,0.053932745
258,0.39555266
259,0.29421118
260,0.8723878
261,0.60081357
262,0.018815162
263,0.4093897
267,0.37609348
268,0.035975646
269,0.004188172
271,0.1411376
276,0.7174462
283,0.11568541
286,0.0066059357
291,0.16127099
292,0.02650743
293,0.109449975
294,0.032670077
295,0.031681333
298,0.057656102
300,0.6523076
302,0.3594471
304,0.91372555
305,0.3293941
307,0.186584
309,0.44383252
314,0.111328356
315,0.05183567
316,0.081055366
317,0.10904909
319,0.8442583
320,0.020657832
322,0.016787002
331,0.012231085
332,0.04042193
333,0.1011011
