id,target
5,0.1596836
6,0.40740547
8,0.0064119063
9,0.17026824
11,0.06619322
15,0.20077494
16,0.049056217
17,0.080864385
21,0.5174771
24,0.014781962
26,0.008453322
27,0.8942486
28,0.16300085
29,0.1007263
30,0.38096285
31,0.008865671
32,0.39866734
33,0.112735435
34,0.002591608
35,0.8997706
38,0.002017358
42,0.24177934
44,0.014391702
45,0.13441566
48,0.17819887
50,0.1696719
53,0.09012537
54,0.08867293
57,0.027845081
59,0.0593864
62,0.062045462
63,0.19916818
64,0.033947907
65,0.009669174
66,0.10102143
70,0.6639834
71,0.11461121
76,0.22844188
78,0.10547816
79,0.18943852
81,0.02589338
83,0.9690291
85,0.63979274
86,0.64189416
88,0.045841377
89,0.060962297
91,0.64990526
93,0.07756122
94,0.93572104
97,0.75345564
99,0.20870714
102,0.19214422
103,0.22907968
104,0.0019738006
107,0.18618833
110,0.6242463
114,0.011922985
119,0.1386764
130,0.7486444
131,0.2825185
132,0.87842417
133,0.009806066
136,0.25320637
139,0.24859758
143,0.0031069177
145,0.00031846375
146,0.047690902
147,0.03569803
148,0.022739852
149,0.0053045386
153,0.00552385
157,0.021855129
160,0.08580779
165,0.14160493
167,0.034518585
170,0.050985724
176,0.33079556
179,0.11465137
180,0.041766524
181,0.090653084
185,0.32470605
187,0.9022324
191,0.8548475
192,0.01402727
193,0.014284612
197,0.9544648
198,0.10099325
199,0.6440279
200,0.11188728
201,0.22514364
202,0.061205935
203,0.42513576
204,0.01730359
206,0.035362273
209,7.897346e-05
210,0.8273204
211,0.14057897
213,0.75961256
214,0.037268978
216,0.008995132
221,0.058522243
222,0.06124831
223,0.80652404
226,0.33218595
228,0.78099847
229,0.10445917
233,0.15640436
236,0.979044
239,0.031831983
242,0.09157658
244,0.80187196
247,0.15981822
250,0.18869747
251,0.0112251425
253,0.0681767
258,0.49422133
259,0.2536004
260,0.8822051
261,0.46268696
262,0.02861984
263,0.34820324
267,0.2976182
268,0.059885904
269,0.0051025096
271,0.0841322
276,0.7672633
283,0.11137721
286,0.009682709
291,0.13296495
292,0.058229025
293,0.14071596
294,0.02780753
295,0.032593474
298,0.037647128
300,0.6869603
302,0.29686794
304,0.8447757
305,0.31069997
307,0.19762315
309,0.45268798
314,0.08976553
315,0.084016465
316,0.04745882
317,0.10869041
319,0.8192648
320,0.01710191
322,0.013196567
331,0.013366802
332,0.07290856
333,0.06989514
334,0.055832043
335,0.06437121
339,0.048729155
340,0.036896136
342,0.11843931
344,0.007280416
345,0.073459126
348,0.038997322
349,0.030702384
351,0.20549564
352,0.035812646
354,0.49495852
357,0.15307969
358,0.036443073
360,0.1535206
362,0.247408
365,0.27460346
366,0.042834144
367,0.0084340265
369,4.5331337e-05
373,0.6246904
375,0.04659071
377,0.7932305
380,0.0010475029
384,0.025184846
388,0.07713815
391,0.13014174
397,0.02984802
403,0.18824375
404,0.26524973
405,0.021043152
408,0.20381886
409,0.01785037
410,0.29487264
411,0.5648928
412,0.040015537
414,0.13122189
420,0.49348843
422,0.23411591
425,0.094229296
428,0.024593052
429,0.025162155
431,0.9674952
437,0.008606039
438,0.025636561
441,0.25265965
445,0.08563196
447,0.038143285
448,0.18262279
