id,target
5,0.1322637
6,0.49954045
8,0.0032492282
9,0.12580864
11,0.07907323
15,0.21955717
16,0.046555262
17,0.058983847
21,0.46324763
24,0.01755381
26,0.0052258987
27,0.8503323
28,0.20398869
29,0.09287316
30,0.39187494
31,0.0020316928
32,0.29899475
33,0.09498824
34,0.004325846
35,0.93530196
38,0.0014388709
42,0.24553166
44,0.0029654077
45,0.07252507
48,0.17082894
50,0.19431348
53,0.08191177
54,0.056363143
57,0.04161253
59,0.031999435
62,0.046665482
63,0.20140283
64,0.01134807
65,0.007830958
66,0.10959
70,0.7017387
71,0.1166656
76,0.21620642
78,0.12281202
79,0.23073691
81,0.02717452
83,0.9675583
85,0.6237739
86,0.64310336
88,0.03930304
89,0.067075305
91,0.66176116
93,0.08448932
94,0.94847167
97,0.74947274
99,0.14139634
102,0.21841286
103,0.26247814
104,0.0040521454
107,0.14879896
110,0.46696705
114,0.015999421
119,0.24731414
130,0.7458614
131,0.36341184
132,0.8626621
133,0.004135922
136,0.21194203
139,0.19015993
143,0.0046149027
145,0.00032984503
146,0.022787243
147,0.022249494
148,0.032161176
149,0.0089811245
153,0.008159089
157,0.023461796
160,0.060664106
165,0.1034627
167,0.012308615
170,0.12228719
176,0.3952695
179,0.09982748
180,0.03649832
181,0.07848877
185,0.270502
187,0.8409985
191,0.78557265
192,0.017179575
193,0.015664546
197,0.95117325
198,0.053346228
199,0.68538
200,0.10126273
201,0.22415861
202,0.050111625
203,0.4904516
204,0.015738145
206,0.0660195
209,0.0003933273
210,0.83625984
211,0.15057942
213,0.73658705
214,0.013183316
216,0.0045095254
221,0.088362984
222,0.07424694
223,0.779761
226,0.38161266
228,0.8349034
229,0.122927316
233,0.1717838
236,0.9815059
239,0.0033969642
242,0.076765165
244,0.91967183
247,0.16721277
250,0.22467902
251,0.006911617
253,0.051092688
258,0.38300377
259,0.26935372
260,0.8385001
261,0.42194757
262,0.018510379
263,0.3611416
267,0.3952695
268,0.10134988
269,0.0021279803
271,0.1183288
276,0.7309534
283,0.14160284
286,0.011347514
291,0.11341581
292,0.040027365
293,0.05555773
294,0.03364805
295,0.029781444
298,0.050435532
300,0.69240415
302,0.36957484
304,0.8840019
305,0.27043852
307,0.13808799
309,0.34780777
314,0.0983491
315,0.05067976
316,0.093687765
317,0.11400325
319,0.8657356
320,0.01852148
322,0.004117509
331,0.007977719
332,0.037765935
333,0.0622445
334,0.055807788
335,0.06555048
339,0.051695623
340,0.061029397
342,0.07781572
344,0.0051280498
345,0.047530975
348,0.012362121
349,0.03589338
351,0.18726665
352,0.02997903
354,0.43156493
357,0.16229151
358,0.033988416
360,0.16084042
362,0.20929809
365,0.22447354
366,0.08417605
367,0.025408575
369,0.00015158327
373,0.669818
375,0.06383908
377,0.75327814
380,0.0022805668
384,0.0117420005
388,0.072414525
391,0.18362135
397,0.028660115
403,0.17410879
404,0.25230572
405,0.017424792
408,0.16915053
409,0.019301118
410,0.24065411
411,0.5971858
412,0.03366064
414,0.07524751
420,0.3830836
422,0.21378608
425,0.08285338
428,0.020291567
429,0.017044486
431,0.9350146
437,0.008933091
438,0.02602288
441,0.18440215
445,0.11219608
447,0.027676485
448,0.18873426
452,0.046862185
453,0.10789855
459,0.36019492
461,0.10108164
464,0.034855966
465,0.14209403
467,0.037778404
469,0.03512716
470,0.5469594
475,0.9249303
476,0.02541789
483,0.53861934
484,0.026490135
485,0.11635259
488,0.2803475
493,0.79073954
495,0.31428453
498,0.15359174
499,0.08154436
501,0.24953695
505,0.03703191
507,0.008964007
514,0.048143674
519,0.8084371
520,0.51816434
524,0.057701785
527,0.027759772
528,0.29950333
529,0.00026786968
530,0.020285068
531,0.43773618
533,0.7656898
536,0.021160325
537,0.11233115
538,0.03214067
540,0.091884896
541,0.0544523
543,0.17174266
544,0.8388379
548,0.08007998
552,0.021923026
555,0.4492436
556,0.7517638
557,0.120571904
558,0.08469742
560,0.5359603
563,0.0044759572
567,0.19541141
573,0.044209477
574,0.2927237
576,0.64958525
578,0.03049325
580,0.058465973
581,0.058227114
582,0.028352564
583,0.00032029615
584,0.0054223486
586,0.06845148
587,0.043251667
591,0.009883531
592,0.59145063
593,0.016173143
595,0.011465742
597,0.067330174
601,0.08528826
603,0.14546241
605,0.0068704276
608,0.055553462
611,0.22940366
612,0.121393576
617,0.1315899
619,0.81416434
622,0.16076098
623,0.34801245
624,0.99662673
625,0.024832351
630,0.0047705886
632,0.1469548
634,0.0148515105
637,0.029281896
638,0.6687236
640,0.008039817
642,0.6615406
644,0.3713002
647,0.075621545
648,0.91455394
649,0.1668512
650,0.004531776
653,0.02987268
655,0.040324308
658,0.16633967
660,0.09908186
664,0.21107116
665,0.22566782
666,0.12727621
667,0.39133283
668,0.21467291
672,0.12537183
674,0.2598887
675,0.9250686
