id,target
5,0.0
6,0.68
8,0.0
9,0.0
11,0.4
15,0.0
16,0.13636363636363635
17,0.04
21,0.68
24,0.0
26,0.0
27,0.9411764705882353
28,0.5555555555555556
29,0.0
30,0.48717948717948717
31,0.0
32,0.40625
33,0.0
34,0.0
35,0.5882352941176471
38,0.0
42,0.1875
44,0.0
45,0.1590909090909091
48,0.4838709677419355
50,0.38461538461538464
53,0.04
54,0.38461538461538464
57,0.0
59,0.0625
62,0.12
63,0.3
64,0.0
65,0.15384615384615385
66,0.04
70,0.38461538461538464
71,0.13333333333333333
76,0.225
78,0.0
79,0.25
81,0.0
83,1.0
85,0.8723404255319149
86,0.6923076923076923
88,0.2222222222222222
89,0.09523809523809523
91,0.7741935483870968
93,0.40625
94,0.96
97,0.5
99,0.04
102,0.3076923076923077
103,0.3953488372093023
104,0.0
107,0.325
110,0.6666666666666666
114,0.0
119,0.0
130,0.76
131,0.5161290322580645
132,0.9285714285714286
133,0.09523809523809523
136,0.0
139,0.0
143,0.0
145,0.0
146,0.08
147,0.0
148,0.06521739130434782
149,0.0
153,0.36
157,0.0
160,0.24
165,0.6363636363636364
167,0.12903225806451613
170,0.0
176,0.24
179,0.0
180,0.0
181,0.0
185,0.42857142857142855
187,0.4444444444444444
191,0.9487179487179487
192,0.0
193,0.0
197,1.0
198,0.28
199,0.8604651162790697
200,0.1702127659574468
201,0.0
202,0.0
203,0.39473684210526316
204,0.0
206,0.0
209,0.0
210,0.52
211,0.0
213,0.8461538461538461
214,0.04
216,0.0
221,0.0
222,0.04
223,0.7872340425531915
226,0.8823529411764706
228,0.5
229,0.07894736842105263
233,0.058823529411764705
236,1.0
239,0.0
242,0.10344827586206896
244,0.8529411764705882
247,0.0
250,0.14814814814814814
251,0.0
253,0.32
258,0.3617021276595745
259,0.23076923076923078
260,0.84
261,0.6923076923076923
262,0.0
263,0.3448275862068966
267,0.0
268,0.0
269,0.0
271,0.0
276,0.696969696969697
283,0.03125
286,0.18518518518518517
291,0.0
292,0.4418604651162791
293,0.11428571428571428
294,0.08
295,0.0
298,0.0
300,0.6388888888888888
302,0.5333333333333333
304,1.0
305,0.16
307,0.48
309,0.25
314,0.08
315,0.0
316,0.0
317,0.10810810810810811
319,0.84
320,0.13333333333333333
322,0.0
331,0.0
332,0.3103448275862069
333,0.0
334,0.08571428571428572
335,0.0
339,0.10526315789473684
340,0.0
342,0.4
344,0.12
345,0.0
348,0.0
349,0.0
351,0.022727272727272728
352,0.0
354,0.25
357,0.04
358,0.0
360,0.24242424242424243
362,0.1111111111111111
365,0.0
366,0.1836734693877551
367,0.12
369,0.0
373,1.0
375,0.0
377,0.625
380,0.2553191489361702
384,0.0
388,0.16
391,0.3
397,0.0
403,0.6590909090909091
404,0.16
405,0.0
408,0.17857142857142858
409,0.0
410,0.0
411,0.5555555555555556
412,0.0
414,0.11627906976744186
420,0.1388888888888889
422,0.0
425,0.25
428,0.0
429,0.04
431,0.92
437,0.0
438,0.0
441,0.09302325581395349
445,0.20833333333333334
447,0.0
448,0.0
452,0.04
453,0.25
459,0.22448979591836735
461,0.0
464,0.0
465,0.15151515151515152
467,0.0
469,0.2978723404255319
470,0.6486486486486487
475,0.76
476,0.0
483,0.6153846153846154
484,0.3103448275862069
485,0.08
488,0.18181818181818182
493,0.7741935483870968
495,0.2
498,0.14814814814814814
499,0.0
501,0.16
505,0.0
507,0.0
514,0.0
519,0.9615384615384616
520,0.4074074074074074
524,0.08
527,0.08
528,0.5681818181818182
529,0.0
530,0.0
531,0.64
533,0.4666666666666667
536,0.12
537,0.0
538,0.0
540,0.39285714285714285
541,0.16
543,0.0
544,0.8285714285714286
548,0.0
552,0.0
555,0.0625
556,0.40540540540540543
557,0.04
558,0.0
560,0.3684210526315789
563,0.0
567,0.41935483870967744
573,0.0
574,0.4
576,0.3958333333333333
578,0.0
580,0.0
581,0.029411764705882353
582,0.0
583,0.0
584,0.0
586,0.28205128205128205
587,0.0
591,0.0
592,0.5909090909090909
593,0.0
595,0.0
597,0.08108108108108109
601,0.38235294117647056
603,0.0
605,0.0
608,0.16666666666666666
611,0.3
612,0.04
617,0.12
619,1.0
622,0.05263157894736842
623,0.72
624,0.34615384615384615
625,0.16
630,0.16129032258064516
632,0.4
634,0.0
637,0.0
638,0.9565217391304348
640,0.0
642,0.02564102564102564
644,0.5384615384615384
647,0.0
648,0.88
649,0.2708333333333333
650,0.0
653,0.0
655,0.034482758620689655
658,0.2222222222222222
660,0.0
664,0.3
665,0.21428571428571427
666,0.0
667,0.4117647058823529
668,0.2857142857142857
672,0.14814814814814814
674,0.41935483870967744
675,1.0
676,0.27906976744186046
677,0.5
678,0.0
679,0.0
680,0.0625
682,0.0
683,0.1590909090909091
686,0.4594594594594595
692,0.0
694,0.0
695,0.1702127659574468
696,0.0
701,0.06976744186046512
707,0.0
708,0.7291666666666666
713,0.0
715,0.13043478260869565
716,0.24
724,0.0
726,0.3939393939393939
727,0.0
731,1.0
736,0.4
737,0.0
738,0.0
740,0.42857142857142855
741,0.24
745,0.5769230769230769
746,0.0
747,0.0
748,0.92
749,0.4772727272727273
753,0.0
755,0.21428571428571427
758,0.25925925925925924
762,0.72
765,0.029411764705882353
770,0.0
772,0.0
774,0.4827586206896552
776,0.75
778,0.07407407407407407
779,0.1590909090909091
781,0.45454545454545453
783,0.7692307692307693
784,0.6041666666666666
785,0.2857142857142857
786,0.12
791,0.12
796,0.9714285714285714
797,0.7027027027027027
802,0.0
807,0.0
815,0.12
816,0.0
818,0.4418604651162791
821,0.20689655172413793
822,0.0
828,0.5172413793103449
833,0.6842105263157895
835,0.0
836,0.21875
837,0.0
840,0.56
843,0.6
850,0.05128205128205128
852,0.813953488372093
856,0.05714285714285714
857,0.0
859,0.09090909090909091
861,0.13043478260869565
862,0.12195121951219512
863,0.39285714285714285
864,0.8484848484848485
865,0.0
869,0.25
872,0.0
876,0.0
877,0.0
878,0.46808510638297873
880,0.41935483870967744
883,0.6
888,1.0
889,0.1875
890,0.0
894,0.0
896,0.5666666666666667
898,0.56
903,0.75
905,0.11764705882352941
906,0.0
907,0.0
908,0.0
911,0.36
914,0.42857142857142855
918,0.0
919,0.0
920,0.40625
922,0.4642857142857143
923,0.0
924,0.68
925,0.0
930,0.5588235294117647
931,0.2222222222222222
933,0.1794871794871795
934,0.18181818181818182
936,0.0
937,0.6333333333333333
942,0.0
944,0.29545454545454547
951,0.16
952,0.08
953,0.4230769230769231
959,0.0
961,0.0
962,0.0
964,0.46153846153846156
967,0.3191489361702128
968,0.14814814814814814
971,0.0
973,0.0
975,0.0
976,0.4
977,0.13333333333333333
982,0.14705882352941177
983,0.0
984,0.1111111111111111
985,0.4634146341463415
989,0.0
991,0.0
994,0.11428571428571428
996,0.9655172413793104
1000,0.6333333333333333
1005,0.92
1008,0.0
1009,0.04
1010,0.025
1018,0.23404255319148937
1019,0.0
1021,0.0
1024,0.7142857142857143
1025,0.0
1028,0.7058823529411765
1030,0.22580645161290322
1031,0.7209302325581395
1032,0.18181818181818182
1033,0.0
1034,0.04081632653061224
1037,0.46153846153846156
1042,0.14285714285714285
1045,0.0
1046,0.6170212765957447
1047,0.20454545454545456
1048,0.16
1049,0.8260869565217391
1055,0.5185185185185185
1061,0.08
1069,0.11904761904761904
1072,0.11538461538461539
1073,0.35294117647058826
1075,0.75
1076,0.28
1086,0.52
1087,0.8
1088,0.29411764705882354
1089,0.14285714285714285
1091,0.0
1093,0.0
1094,0.625
1097,0.2571428571428571
1098,0.24
1102,0.6153846153846154
1103,0.3
1105,0.2553191489361702
1108,0.28
1117,0.0
1126,0.0
1136,0.0
1143,0.0
1144,0.04
1145,0.2692307692307692
1147,0.0
1148,0.07894736842105263
1151,0.04
1155,0.9259259259259259
1157,0.0
1158,0.0
1159,0.4074074074074074
1162,0.0
1164,0.0
1165,0.030303030303030304
1169,0.0
1171,0.12121212121212122
1173,0.23333333333333334
1174,0.48148148148148145
1175,0.0
1177,0.08333333333333333
1178,0.6923076923076923
1179,0.08
1180,0.0
1181,0.0
1182,0.16666666666666666
1183,0.0
1186,0.1724137931034483
1189,0.7142857142857143
1191,0.5333333333333333
1192,0.5483870967741935
1193,0.8181818181818182
1195,0.0
1196,0.25925925925925924
1197,0.6
1198,0.0
1199,0.7692307692307693
1202,0.07692307692307693
1203,0.25
1210,0.0
1211,0.56
1217,0.0
1218,0.0
1220,0.7391304347826086
1223,0.07407407407407407
1224,0.41025641025641024
1225,1.0
1227,0.0
1237,0.0
1238,0.7708333333333334
1244,0.0975609756097561
1246,0.14814814814814814
1249,0.0
1250,0.04
1254,0.8275862068965517
1257,0.08888888888888889
1258,0.0
1262,0.0
1269,0.6756756756756757
1270,0.12121212121212122
1273,0.0
1274,0.13636363636363635
1275,0.7586206896551724
1277,0.05263157894736842
1278,0.28125
1283,0.0
1284,0.65
1286,1.0
1292,0.40625
1296,0.0
1300,0.0
1301,0.0
1308,0.0
1312,0.0
1313,0.6666666666666666
1314,0.0
1316,0.0
1317,0.08823529411764706
1318,0.4
1321,0.02857142857142857
1323,0.7368421052631579
1324,0.32
1326,0.6333333333333333
1327,0.07142857142857142
1328,0.8
1329,0.3
1333,0.16
1335,0.16666666666666666
1341,0.0
1343,0.0
1344,0.0
1349,0.40625
1350,0.12121212121212122
1357,0.88
1360,0.0
1363,0.0
1365,0.0
1367,0.04
1373,0.0
1374,0.08
1378,0.0
1379,0.4
1381,0.037037037037037035
1386,0.7407407407407407
1389,0.13513513513513514
1392,0.04
1393,0.2413793103448276
1394,0.0
1397,0.10810810810810811
1400,0.25925925925925924
1402,0.0
1403,0.0
1405,0.0
1407,0.24
1414,1.0
1417,0.0
1420,0.3333333333333333
1422,0.7027027027027027
1423,0.0
1425,0.0
1436,0.046511627906976744
1443,0.2
1451,0.7666666666666667
1457,1.0
1460,0.574468085106383
1461,0.2903225806451613
1462,0.10810810810810811
1466,0.0
1467,0.05555555555555555
1468,0.3611111111111111
1469,0.02040816326530612
1473,0.0
1474,0.0
1476,0.0
1477,0.38461538461538464
1478,0.0
1479,0.37037037037037035
1480,1.0
1483,0.2916666666666667
1484,0.08
1485,0.18421052631578946
1492,0.08
1498,0.5384615384615384
1500,0.0
1501,0.0
1503,0.6071428571428571
1505,0.41935483870967744
1506,0.0
1508,0.1935483870967742
1510,0.0625
1511,0.44
1513,0.0
1514,0.3448275862068966
1516,0.9047619047619048
1519,0.03333333333333333
1523,0.023255813953488372
1524,0.0
1533,0.0
1535,0.35555555555555557
1538,0.5161290322580645
1541,0.03125
1542,0.21428571428571427
1544,0.0
1545,0.24242424242424243
1549,0.0
1550,0.0
1551,0.11904761904761904
1554,0.0
1563,0.2
1571,0.7037037037037037
1574,0.5555555555555556
1577,0.25
1579,0.05128205128205128
1580,0.0
1581,0.26666666666666666
1582,0.0
1583,0.0
1585,0.0
1586,0.43333333333333335
1591,0.0
1595,0.04
1599,0.03571428571428571
1600,0.0
1604,0.02702702702702703
1606,0.6052631578947368
1607,0.0
1612,0.0
1615,0.0
1618,0.88
1619,0.7857142857142857
1620,1.0
1621,0.9736842105263158
1622,0.0
1623,0.1111111111111111
1624,0.0
1629,0.0
1631,0.0
1635,0.32432432432432434
1637,1.0
1639,0.0
1640,0.03571428571428571
1642,0.0
1643,0.0
1644,0.0
1645,0.72
1649,0.25
1650,0.0
1651,0.04
1654,0.0
1655,0.18421052631578946
1656,0.11538461538461539
1660,0.038461538461538464
1663,0.0
1665,0.0
1666,0.5
1668,1.0
1670,0.0
1671,1.0
1673,0.52
1674,0.08
1675,0.0
1677,0.7209302325581395
1678,0.2647058823529412
1679,0.4772727272727273
1681,0.0
1684,0.0
1686,0.34375
1687,0.5434782608695652
1690,0.5
1692,0.68
1695,1.0
1696,0.1935483870967742
1697,0.5925925925925926
1699,0.04
1700,0.0
1701,0.3870967741935484
1705,0.7241379310344828
1707,0.0
1713,0.9333333333333333
1714,0.0
1717,0.04
1719,0.10714285714285714
1721,0.4666666666666667
1722,0.0
1723,0.4
1724,0.0
1727,0.17142857142857143
1729,0.0
1733,0.0
1734,1.0
1737,0.0
1738,0.5806451612903226
1743,0.03333333333333333
1745,0.6
1748,0.35135135135135137
1749,1.0
1751,0.0
1753,0.0
1754,0.0
1759,0.25925925925925924
1761,0.625
1762,0.0
1764,1.0
1768,0.4074074074074074
1772,0.0
1774,0.0
1775,0.0
1780,0.0
1782,0.0
1783,0.7111111111111111
1794,0.5
1795,0.0
1796,0.03225806451612903
1797,0.0
1798,0.0
1799,0.3
1801,0.0
1803,0.0
1806,0.0
1807,0.0
1810,0.0
1811,0.16216216216216217
1813,0.05555555555555555
1816,0.0
1823,0.08
1825,0.5769230769230769
1826,0.0
1830,0.24
1831,0.1388888888888889
1832,0.6
1836,0.1702127659574468
1837,0.9523809523809523
1839,0.27906976744186046
1840,0.10344827586206896
1844,0.4827586206896552
1846,0.04
1851,0.0
1855,0.32142857142857145
1860,0.75
1872,0.0
1873,0.0
1876,0.0
1877,0.0625
1878,0.0
1880,0.1875
1884,0.28205128205128205
1885,0.2708333333333333
1886,0.6666666666666666
1894,0.0
1895,1.0
1896,0.8979591836734694
1898,0.0
1902,0.0
1903,0.2608695652173913
1905,0.5666666666666667
1906,0.05
1908,0.0
1909,0.45161290322580644
1910,0.08
1911,0.36
1914,0.03571428571428571
1916,0.0
