id,target
5,0.3055555555555556
6,0.44
8,0.0
9,0.0
11,0.15384615384615385
15,0.3953488372093023
16,0.18181818181818182
17,0.02631578947368421
21,0.0
24,0.0
26,0.0
27,1.0
28,0.4117647058823529
29,0.32
30,0.5
31,0.05555555555555555
32,0.21875
33,0.04
34,0.1282051282051282
35,0.8
38,0.0
42,0.03571428571428571
44,0.1111111111111111
45,0.0
48,0.32142857142857145
50,0.4
53,0.0
54,0.4
57,0.0
59,0.08
62,0.2
63,0.40540540540540543
64,0.12
65,0.0
66,0.04
70,0.7083333333333334
71,0.0
76,0.4117647058823529
78,0.0
79,0.21621621621621623
81,0.0
83,0.8611111111111112
85,0.5384615384615384
86,0.4642857142857143
88,0.0
89,0.0
91,0.68
93,0.4
94,0.8717948717948718
97,0.8809523809523809
99,0.029411764705882353
102,0.20512820512820512
103,0.0
104,0.0
107,0.24
110,0.9545454545454546
114,0.0
119,0.0
130,0.7307692307692307
131,0.525
132,0.25806451612903225
133,0.0
136,0.07142857142857142
139,0.0
143,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
153,0.2647058823529412
157,0.0
160,0.04
165,0.12121212121212122
167,0.12903225806451613
170,0.0
176,0.3157894736842105
179,0.0
180,0.0
181,0.04
185,0.5185185185185185
187,0.8157894736842105
191,0.9722222222222222
192,0.0
193,0.11627906976744186
197,0.7878787878787878
198,0.034482758620689655
199,0.6470588235294118
200,0.0
201,0.0
202,0.0
203,0.18181818181818182
204,0.0
206,0.0
209,0.0
210,0.7407407407407407
211,0.08
213,0.8461538461538461
214,0.1935483870967742
216,0.1935483870967742
221,0.18518518518518517
222,0.0
223,0.7391304347826086
226,0.6551724137931034
228,0.59375
229,0.32
233,0.0
236,0.9361702127659575
239,0.0
242,0.1282051282051282
244,0.9666666666666667
247,0.0
250,0.06896551724137931
251,0.04
253,0.16
258,0.03571428571428571
259,0.37037037037037035
260,0.8
261,0.8387096774193549
262,0.02040816326530612
263,0.34615384615384615
267,0.0
268,0.0
269,0.0
271,0.2
276,0.2
283,0.034482758620689655
286,0.0
291,0.0
292,0.26666666666666666
293,0.0
294,0.0
295,0.16666666666666666
298,0.0
300,0.7142857142857143
302,0.7241379310344828
304,1.0
305,0.2222222222222222
307,0.0
309,0.5588235294117647
314,0.16666666666666666
315,0.2857142857142857
316,0.0
317,0.0
319,0.92
320,0.0
322,0.030303030303030304
331,0.045454545454545456
332,0.0
333,0.21212121212121213
334,0.3404255319148936
335,0.16666666666666666
339,0.0
340,0.0
342,0.12903225806451613
344,0.0
345,0.32653061224489793
348,0.08
349,0.0
351,0.0
352,0.0
354,0.5428571428571428
357,0.3611111111111111
358,0.0
360,0.03225806451612903
362,0.029411764705882353
365,0.0
366,0.0
367,0.0
369,0.0
373,0.6
375,0.0
377,0.7307692307692307
380,0.0
384,0.0
388,0.0
391,0.38461538461538464
397,0.0
403,0.28888888888888886
404,0.2222222222222222
405,0.12195121951219512
408,0.0
409,0.12
410,0.08
411,0.48
412,0.0
414,0.48
420,0.4666666666666667
422,0.0
